questions,answers,category,category_id
Дали ќе имам поддршка од инструкторите?,Инструкторите ќе ви бидат на располагање и од нив ќе имате целосна поддршка.,дизајн,2
Дали ќе има поддршка од инструкторите?,Инструкторите ќе ви бидат на располагање и од нив ќе имате целосна поддршка.,дизајн,2
Дали работата на академијата за графички дизајн се оценува?,"Да, работата на академијата ја оценуваат инструкторите.",дизајн,2
Дали има соработка со дизајн компании?,"Еден од основните принципи на академијата е да работите директно со клинети и со компании кои работата во оваа област. Зависно од состојбата на пазарот, соработуваме со различни learning partners.",дизајн,2
Дали се соработува со дизајн компании?,"Еден од основните принципи на академијата е да работите директно со клинети и со компании кои работата во оваа област. Зависно од состојбата на пазарот, соработуваме со различни learning partners.",дизајн,2
Дали може да видам некои дизајни на студентите на академијата за графички дизајн?,"Секако дека може, дел од изработките се прикажани на веб-страната на Академијата: https://design.brainster.co/?utm_source=brainster.co&utm_medium=academies&utm_campaign=website&utm_content=design",дизајн,2
Дали може да се видат некои дизајни на студентите на академијата за графички дизајн?,"Секако дека може, дел од изработките се прикажани на веб-страната на Академијата: https://design.brainster.co/?utm_source=brainster.co&utm_medium=academies&utm_campaign=website&utm_content=design",дизајн,2
Со кои компании се соработува?,"Дел од компаниите со кои сме соработувале досега може да ги видите на следниов линк, во делот Learning Partners: https://design.brainster.co/?utm_source=brainster.co&utm_medium=academies&utm_campaign=website&utm_content=design",дизајн,2
Со кои компании има соработка?,"Дел од компаниите со кои сме соработувале досега може да ги видите на следниов линк, во делот Learning Partners: https://design.brainster.co/?utm_source=brainster.co&utm_medium=academies&utm_campaign=website&utm_content=design",дизајн,2
Со кои компании соработувате?,"Дел од компаниите со кои сме соработувале досега може да ги видите на следниов линк, во делот Learning Partners: https://design.brainster.co/?utm_source=brainster.co&utm_medium=academies&utm_campaign=website&utm_content=design",дизајн,2
Зошто вашата програма за графички дизајн е подобра од другите на пазарот?,"Во склоп на академијата за графички дизајн Brainster нуди работа на практични задачи во реални услови, како и поддршка за кариерен развој и додатно унапредување. За деталната листа на предности кои ги има нашата академија следете го овој линк: https://design.brainster.co/?utm_source=brainster.co&utm_medium=academies&utm_campaign=website&utm_content=design",дизајн,2
Зошто вашата програма за графички дизајн е подобра од другите?,"Во склоп на академијата за графички дизајн Brainster нуди работа на практични задачи во реални услови, како и поддршка за кариерен развој и додатно унапредување. За деталната листа на предности кои ги има нашата академија следете го овој линк: https://design.brainster.co/?utm_source=brainster.co&utm_medium=academies&utm_campaign=website&utm_content=design",дизајн,2
Зошто вашата програма за графички дизајн е подобра?,"Во склоп на академијата за графички дизајн Brainster нуди работа на практични задачи во реални услови, како и поддршка за кариерен развој и додатно унапредување. За деталната листа на предности кои ги има нашата академија следете го овој линк: https://design.brainster.co/?utm_source=brainster.co&utm_medium=academies&utm_campaign=website&utm_content=design",дизајн,2
Дали по завршување на академијата се добива сертификат или диплома?,"Да, ако успешно го одбраниш завршниот проект добиваш диплома.",дизајн,2
Дали по завршување на академијата ќе добијам сертификат или диплома?,"Да, ако успешно го одбраниш завршниот проект добиваш диплома.",дизајн,2
Како може да аплицирам за академијата за графички дизајн?,Со пополнување на формуларот за апликација влегувате во нашата база на апликанти. Во рок од 24 часа очекувајте повик од координаторот на Академијата за да договорите датум и време за online средба. Формулатор е достапен на следниов линк: https://brainsterquiz.typeform.com/to/EoBgts,дизајн,2
Како може да се аплицира за академијата за графички дизајн?,Со пополнување на формуларот за апликација влегувате во нашата база на апликанти. Во рок од 24 часа очекувајте повик од координаторот на Академијата за да договорите датум и време за online средба. Формулатор е достапен на следниов линк: https://brainsterquiz.typeform.com/to/EoBgts,дизајн,2
Дали може да аплицирам ако групата е веќе пополнета?,Секако дека може! Отворени сме за апликации и кога е групата е пополнета. Ќе имате можност за резервирано место за интервју и можност за влез во наредната група на Академијата.,дизајн,2
Дали може да аплицирам ако нема веќе место во групата?,Секако дека може! Отворени сме за апликации и кога е групата е пополнета. Ќе имате можност за резервирано место за интервју и можност за влез во наредната група на Академијата.,дизајн,2
Дали може да се аплицира ако нема веќе место во групата?,Секако дека може! Отворени сме за апликации и кога е групата е пополнета. Ќе имате можност за резервирано место за интервју и можност за влез во наредната група на Академијата.,дизајн,2
Како ги одбирате студентите за академијата за графички дизајн?,"Откако имаме доволен број кандидати, тимот на Академијата се состанува и ги разгледува деталите за сите апликанти (нивниот background, слободно време за академијата, желба за посветеност, кариерни аспирации, mindset и причини зошто се одлучиле за графички дизајн). На овој начин се трудиме да ги препознаеме луѓето со љубопитен ум и широко познавање од многу области, за кои сметаме дека се најдобрите кандидати за оваа Академија.",дизајн,2
Како ги избирате студентите за академијата за графички дизајн?,"Откако имаме доволен број кандидати, тимот на Академијата се состанува и ги разгледува деталите за сите апликанти (нивниот background, слободно време за академијата, желба за посветеност, кариерни аспирации, mindset и причини зошто се одлучиле за графички дизајн). На овој начин се трудиме да ги препознаеме луѓето со љубопитен ум и широко познавање од многу области, за кои сметаме дека се најдобрите кандидати за оваа Академија.",дизајн,2
Како се одбираат студентите за академијата за графички дизајн?,"Откако имаме доволен број кандидати, тимот на Академијата се состанува и ги разгледува деталите за сите апликанти (нивниот background, слободно време за академијата, желба за посветеност, кариерни аспирации, mindset и причини зошто се одлучиле за графички дизајн). На овој начин се трудиме да ги препознаеме луѓето со љубопитен ум и широко познавање од многу области, за кои сметаме дека се најдобрите кандидати за оваа Академија.",дизајн,2
Како се избираат студентите за академијата за графички дизајн?,"Откако имаме доволен број кандидати, тимот на Академијата се состанува и ги разгледува деталите за сите апликанти (нивниот background, слободно време за академијата, желба за посветеност, кариерни аспирации, mindset и причини зошто се одлучиле за графички дизајн). На овој начин се трудиме да ги препознаеме луѓето со љубопитен ум и широко познавање од многу области, за кои сметаме дека се најдобрите кандидати за оваа Академија.",дизајн,2
Дали ќе треба да купам нов лаптоп за академијата за графички дизајн?,"Ако поседувате лаптоп на кој може да работите на со програмите кои ќе се користат, тогаш нема потреба да купувате нов. На следниов линк можете да видите кои софтверски пакети се работат на академијата: https://design.brainster.co/?utm_source=brainster.co&utm_medium=academies&utm_campaign=website&utm_content=design",дизајн,2
Дали ќе треба да се купи нов лаптоп за академијата за графички дизајн?,"Ако поседувате лаптоп на кој може да работите на со програмите кои ќе се користат, тогаш нема потреба да купувате нов. На следниов линк можете да видите кои софтверски пакети се работат на академијата: https://design.brainster.co/?utm_source=brainster.co&utm_medium=academies&utm_campaign=website&utm_content=design",дизајн,2
Дали поради ситуацијата со корона вирусот имате попуст за академијата за графички дизајн.,"Цената на Академијата за графички дизајн e 1850 евра, но постои и можност за плаќање на 18 рати без камата.",дизајн,2
Дали поради ситуацијата со корона вирусот има попуст за академијата за графички дизајн.,"Цената на Академијата за графички дизајн e 1850 евра, но постои и можност за плаќање на 18 рати без камата.",дизајн,2
Дали имате попуст за академијата за графички дизајн.,"Цената на Академијата за графички дизајн e 1850 евра, но постои и можност за плаќање на 18 рати без камата.",дизајн,2
Дали има попуст за академијата за графички дизајн.,"Цената на Академијата за графички дизајн e 1850 евра, но постои и можност за плаќање на 18 рати без камата.",дизајн,2
"Ученик сум во средно училиште, дали може да аплицирам за академијата за графички дизајн?",Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,дизајн,2
"Во средно сум, дали може да аплицирам за академијата за графички дизајн?",Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,дизајн,2
Дали средношколци може да аплицираат за академијата за графички дизајн?,Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,дизајн,2
Дали дипломата или сертификатот добиен од академијата за графички дизајн важи во странство?,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и не е призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",дизајн,2
Дали дипломата или сертификатот од академијата за графички дизајн важи во странство?,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и не е призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",дизајн,2
Дали дипломата или сертификатот од академијата за графички дизајн е признат во странство?,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и не е призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",дизајн,2
Дали за академијата за графички дизајн може да се искористи ваучерот за обука на млади лица што го нуди Владата?,"Да, постои можност ваучерот за млади лица да се искористи за оваа Академија. Повеќе информации на следниов линк: https://vauceri.brainster.co/",дизајн,2
Дали за академијата за графички дизајн може да се користи ваучерот за обука на млади лица што го нуди Владата?,"Да, постои можност ваучерот за млади лица да се искористи за оваа Академија. Повеќе информации на следниов линк: https://vauceri.brainster.co/",дизајн,2
Дали за академијата за графички дизајн може да се користи ваучерот на Владата?,"Да, постои можност ваучерот за млади лица да се искористи за оваа Академија. Повеќе информации на следниов линк: https://vauceri.brainster.co/",дизајн,2
Дали за академијата за графички дизајн може да се искористи ваучерот на Владата?,"Да, постои можност ваучерот за млади лица да се искористи за оваа Академија. Повеќе информации на следниов линк: https://vauceri.brainster.co/",дизајн,2
Колку време трае академијата за front-end програмирање,"академијата за front-end има програма од 9 месеци, односно 35 недели со дополнителни 8 недели довршување на финалниот проект",програмирање,3
време траење на front-end програмирање,"академијата за front-end има програма од 9 месеци, односно 35 недели со дополнителни 8 недели довршување на финалниот проект",програмирање,3
Каков тип на работа е финалниот проект на академијата за front-end програмирање,"Финалниот проект подразбира симулација на реална работа и изработка на вистинска Web апликација, се навлегува длабоко во програмерската логика, од програмскиот јазик па сѐ до бизнис стратегијата на апликацијата",програмирање,3
каков е финалниот проект на front-end програмирање,"Финалниот проект подразбира симулација на реална работа и изработка на вистинска Web апликација, се навлегува длабоко во програмерската логика, од програмскиот јазик па сѐ до бизнис стратегијата на апликацијата",програмирање,3
Дали во програмата има посредување во работа,По завршувањето на академијата дел нашите партнерски компании може да понудат решение за идна соработка или вработување,програмирање,3
помош при вработување,По завршувањето на академијата дел нашите партнерски компании може да понудат решение за идна соработка или вработување,програмирање,3
"Дали со правен, социологија, машински, економски факултет може да се запишам на академијата за front-end програмирање","Не е потребно големо претходно искуство. Од нашите учесници бараме љубопитност, посветеност и решителност за постојано учење. Ако сакаш да научиш да дизајнираш Web апликации од почеток, оваа програма е за тебе",програмирање,3
јас сум почетник дали може да програмирам,"Не е потребно големо претходно искуство. Од нашите учесници бараме љубопитност, посветеност и решителност за постојано учење. Ако сакаш да научиш да дизајнираш Web апликации од почеток, оваа програма е за тебе",програмирање,3
Кои технологии и програмски јазици се учат во програмата за front-end програмирање,"HTML, CSS, Bootstrap, JavaScript, jQuery, Ajax, Reаct, Git",програмирање,3
Кои јазици ќе ги учиме,"HTML, CSS, Bootstrap, JavaScript, jQuery, Ajax, Reаct, Git",програмирање,3
Што е git,"Како да работиш во тим кој што е задолжен за еден ист проект, притоа секој да го има истиот код.",програмирање,3
Што е HTML & CSS,Како да ја изградиш и да го добиеш посакуваниот изглед и динамики на Web страната.,програмирање,3
Што е Bootstrap,CSS библиотека која ќе ви го олесни градењето и на структурата и изгледот на Вашата Веб страна,програмирање,3
Што е jQuery,"Како да пристапуваш до елементите во DOM. Справување со eвентите, додавање на елементи и динамичко креирање на содржина.",програмирање,3
Што е Ajax,"Како да преземаш податоци од сервер, без претходно да ја вчитуваш твојата страна. Динамичко додавање на елементи од сервер.",програмирање,3
Што е React,"При креирање на поголеми веб страни, со React ќе научиш како да го поделиш проектот на помали компоненти кои подоцна ќе можеш повторно да ги користиш.",програмирање,3
Дали може да добијам детална програма од академијата за front-end програмирање,Деталите може да ги најдете на следниот линк https://codepreneurs.brainster.co/front-end/,програмирање,3
Програма за front-end програмирање,Деталите може да ги најдете на следниот линк https://codepreneurs.brainster.co/front-end/,програмирање,3
Како може да аплицирам на академијата за front-end програмирање,Академијата за front-end може да аплицирате на следниот линк: https://brainsterquiz.typeform.com/to/VyAsNV,програмирање,3
Во кој термин се одржуваат предавањата на академијата за front-end програмирање,"Часовите ќе се одржуваат два пати неделно, во работни денови, со времетраење од 2 часа. Предвидени се и термини за вежби секој викенд, сабота или недела, со времетраење од 5 часа.",програмирање,3
Во колку саатот се часовите за програмирање,"Часовите ќе се одржуваат два пати неделно, во работни денови, со времетраење од 2 часа. Предвидени се и термини за вежби секој викенд, сабота или недела, со времетраење од 5 часа.",програмирање,3
Дали има стипендија за школувањето на front-end академијата за програмирање,Предвидени се 6 делумни стипендии за најдобрите кандидати и можност за финансирање преку opportunity fund,програмирање,3
Како да добијам стипендија за програмирање,Предвидени се 6 делумни стипендии за најдобрите кандидати и можност за финансирање преку opportunity fund,програмирање,3
Која е цената за академијата на front-end програмирање,Цената на Академијата за front-end e 2100 евра со можност за плаќање на рати. Повеќе информации за Академијата на: https://codepreneurs.brainster.co/front-end/,програмирање,3
Колку кошта академијата за програмирње,Цената на Академијата за front-end e 2100 евра со можност за плаќање на рати. Повеќе информации за Академијата на: https://codepreneurs.brainster.co/front-end/,програмирање,3
Колку чини академијата за програмирње,Цената на Академијата за front-end e 2100 евра со можност за плаќање на рати. Повеќе информации за Академијата на: https://codepreneurs.brainster.co/front-end/,програмирање,3
Каков начин на плаќање имате на академијата за front-end програмирање,Moже да се плаќа на 15 месечни рати без камата,програмирање,3
Дали може да плаќам на рати,Moже да се плаќа на 15 месечни рати без камата,програмирање,3
На колку рати може да плаќам,Moже да се плаќа на 15 месечни рати без камата,програмирање,3
На кој контакт телефон може да ве контактирам за академијата за front-end програмирање,"За повеќе информации околу Академијата и можностите за финансирање, јавете се на тел: 070/575-297",програмирање,3
Контакт телефон,"За повеќе информации околу Академијата и можностите за финансирање, јавете се на тел: 070/575-297",програмирање,3
Кога е следниот датум/рок за запишување на академијата за front-end програмирање,Следниот датум за упис на академијата може да го погледнете на слениот линк: https://codepreneurs.brainster.co/front-end/,програмирање,3
Кога е следната академија за програмирње,Следниот датум за упис на академијата може да го погледнете на слениот линк: https://codepreneurs.brainster.co/front-end/,програмирање,3
Што е неопходно за да започнам на академијата за front-end програмирање,"Од технички аспект неопходно е да имате свој лаптоп, додека од вештини не е потребно претходно предзнаење. Секако ќе се смета за предност доколку имате искуство во работа со компјутери",програмирање,3
Дали треба да имаме свој лаптоп,"Од технички аспект неопходно е да имате свој лаптоп, додека од вештини не е потребно претходно предзнаење. Секако ќе се смета за предност доколку имате искуство во работа со компјутери",програмирање,3
Што треба да имам за да почнам со програмирње,"Од технички аспект неопходно е да имате свој лаптоп, додека од вештини не е потребно претходно предзнаење. Секако ќе се смета за предност доколку имате искуство во работа со компјутери",програмирање,3
Какво предзнаење треба да поседувам за да започнам на академијата за front-end програмирање,"За учество на Академијата не е потребно предзнаење, програмата е креирана така што се почнува од основите.",програмирање,3
предзнаење кое треба да го имам,"За учество на Академијата не е потребно предзнаење, програмата е креирана така што се почнува од основите.",програмирање,3
Дали има слободни места за академијата за front-end програмирње,Ве молиме пополнете апликација на следниот линк https://brainsterquiz.typeform.com/to/VyAsNV и вашата апликација ќе биде соодветно разгледана,програмирање,3
Дали има слободни места на програмирање,Ве молиме пополнете апликација на следниот линк https://brainsterquiz.typeform.com/to/VyAsNV и вашата апликација ќе биде соодветно разгледана,програмирање,3
Дали академијата за front-end  програмирање е достапна online или тоа подразбора само поради моменталната состојба/ситуација,Во моментов предавањата и академијата се целосно достапни во online формат,програмирање,3
Дали академијата за програмирње ќе биде цело време online,Во моментов предавањата и академијата се целосно достапни во online формат,програмирање,3
Што е front-end програмирање,"Front-end програмирањето се занимава со креирање на корисничкиот интефрејс на една веб страница. Почнува со креирање и дизајнирање на мени, копчиња, линкови, слики и се друго што би виделе кога ќе посетите една веб страница. Задача на front-end програмерите е и да ја направат страницата респонзивна, односно оптимизирана за мобилни уреди. Ако страницата е динамична, тогаш работа на front-end програмерите е и да комуницираат со back-end делот од апликацијата со кој би разменувале податоци и во согласност со истите би превземале соодвени акции (на пример: прикажување нова содржина на страницата, прикажување нотификации, редиректирање и слично).",програмирање,3
Дали академија за front-end програмирање е за мене,Оваа Академија е за тебе ако си амбициозна и љубопитна личност која има пасија за учење и сака да расте во tech кариера и да работи како Front-end developer.,програмирање,3
Дали можам да програмирам,Оваа Академија е за тебе ако си амбициозна и љубопитна личност која има пасија за учење и сака да расте во tech кариера и да работи како Front-end или Full-stack developer.,програмирање,3
Дали имате подготвителна програма пред да започнеме со официјалните предавања за програмирање,"Да, нашата подготвителна програма ги обучува студентите со потребните предзнаења за успешен старт на програмата",програмирање,3
дали треба да се подготвам за програмирање,Генерално треба само да разбереш која е разликата помеѓу front-end и back-end програмирање,програмирање,3
Дали добивам диплома по завршување на академијата за програмирање,"Ако успешно го одбраниш завршниот проект, добиваш диплома",програмирање,3
дали имам диплома или сертификат за програмирање,"Ако успешно го одбраниш завршниот проект, добиваш диплома",програмирање,3
Дали дипломата од Brainster е акредитирана и призната надвор од Македонија (странство),"Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите студии",програмирање,3
дали сертификатот е акредитиран,"Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите студии",програмирање,3
дали сертификатот е признат во странство,"Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите студии",програмирање,3
Како ги одбирате или селектирате студентите,"По средбата или интервјуто координаторот има состанок со тимот од Академијата и ги претставува кандидатите кои аплицираат т.е. нивната позадина, слободно време за академијата, желба за посветеност, кариерни аспирации, mindset и причини зошто се одлучиле за Front-end Академијата. Ова го правиме со цел да ги препознаеме студентите кои се „doers“ што ќе го прифаќаат нашиот „no-bullshit approach”. Убедени сме дека луѓето со љубопитен ум и широко познавање од многу области се најдобрите кандидати за оваа Академија.",програмирање,3
што треба да исполнувам за да се запишам на програмирање,"По средбата или интервјуто координаторот има состанок со тимот од Академијата и ги претставува кандидатите кои аплицираат т.е. нивната позадина, слободно време за академијата, желба за посветеност, кариерни аспирации, mindset и причини зошто се одлучиле за Front-end Академијата. Ова го правиме со цел да ги препознаеме студентите кои се „doers“ што ќе го прифаќаат нашиот „no-bullshit approach”. Убедени сме дека луѓето со љубопитен ум и широко познавање од многу области се најдобрите кандидати за оваа Академија.",програмирање,3
Дали може да се приклучам на листа на кандидати ако групата на студенти е пополнета,Да. Отворени сме за апликации и кога е групата е пополнета. Ќе имаш можност да имаш резервирано место за интервју и можност за влез во наредната група на Академијата.,програмирање,3
дали има место во групата за програмирање,Ве молиме пополнете апликација на следниот линк https://brainsterquiz.typeform.com/to/VyAsNV и вашата апликација ќе биде соодветно разгледана,програмирање,3
ако нема место дали може да ме примите,Да. Отворени сме за апликации и кога е групата е пополнета. Ќе имаш можност да имаш резервирано место за интервју и можност за влез во наредната група на Академијата.,програмирање,3
Кои се инструктори на академијата за програмирање,Инструкторите може да ги погледнете на следиот линк во секцијата за инструктори: https://codepreneurs.brainster.co/?utm_source=brainster.co&utm_medium=academies&utm_campaign=website&utm_content=fullstack,програмирање,3
"Дали имате подготовка на кариерен пат, изработка на CV, резиме и профил на LinkedIn","Во склоп на академијата ние се грижиме за помош и изработка на ваше резиме или CV, заедно со корекции на LinkedIn профилот",програмирање,3
Дали ми треба математика за да бидам прогамер,"Основни познавања. Не треба да знаеш да решаваш интеграли, ти треба само основна алгебра и артиметика (основни операции со броеви, пресметување проценти и слично). Ако знеш колку е x во следното равенство, знаеш доволно матемаика за да почнеш со програмирање :)   x + 5 = 100",програмирање,3
Дали ми треба 'моќен' компјутер или лаптоп,Не. И најосновен персонален компјутер е доволен за да се креира целосно веб решение.,програмирање,3
дали ми треба добар компјутер или лаптоп,Не. И најосновен персонален компјутер е доволен за да се креира целосно веб решение.,програмирање,3
Во колкави групи се одвиваат предавањата,20 студенти,програмирање,3
Дали треба да имам камера за онлајн предавањата,Да. Предавањата на zoom се одвиваат со вклучена камера и на инструкторите и на студентите.,програмирање,3
дали треба да имам камера,Да. Предавањата на zoom се одвиваат со вклучена камера и на инструкторите и на студентите.,програмирање,3
Дали предавањата се на англиски јазик,Предавањата се одвиваат целосно на македонски јазик со користење на англиски термини,програмирање,3
Дали предавањата се на друг јазик,Предавањата се одвиваат целосно на македонски јазик со користење на англиски термини,програмирање,3
На кој програмски јазик се посветува најмногу внимание на академијата за front-end,"На академијата за front-end се изучува JavaScript, со нејзини најупотребувани библиотеки",програмирање,3
На која академија може да изработам (вебсајт) website,"Web апликација може да изработите на двете академии за програмирање, front-end и back-end",програмирање,3
Дали може да предложиме наши проекти на академијата front-end за програмирање?,"Секако дека може, но истите ќе бидат разгледани од целокупниот тим за понатамошна обработка",програмирање,3
Колку време трае академијата за full-stack програмирање,"академијата за front-end има програма од 10 месеци, односно 40 недели со дополнителни 8 недели довршување на финалниот проект",програмирање,3
Колку време трае академијата за програмирање,Ве молиме прецизирајте го прашањето дали сте за front-end или full-stack академија за програмирање,програмирање,3
Каков тип на работа е финалниот проект на full-stack академијата за програмирање,"Финалниот проект подразбира симулација на реална работа и изработка на вистинска Web апликација, се навлегува длабоко во програмерската логика, од програмскиот јазик па сѐ до бизнис стратегијата на апликацијата",програмирање,3
