questions,answers,category,category_id
дали има попуст со плаќање во готово на академијата за дигитален маркетинг,"Цената на Академијата за дигитален маркетинг e 1450 евра, но постои и можност за плаќање на 15 рати без камата.",маркетинг,1
Дали поради ситуацијата со корона вирусот имате попуст за академијата за маркетинг?,"Цената на Академијата за дигитален маркетинг e 1450 евра, но постои и можност за плаќање на 15 рати без камата.",маркетинг,1
дали поради короната давате попуст за академијата за маркетинг?,"Цената на Академијата за дигитален маркетинг e 1450 евра, но постои и можност за плаќање на 15 рати без камата.",маркетинг,1
дали поради covid имате попуст за академијата за маркетинг?,"Цената на Академијата за дигитален маркетинг e 1450 евра, но постои и можност за плаќање на 15 рати без камата.",маркетинг,1
дали има намалување на цената за академијата за маркетинг?,"Цената на Академијата за дигитален маркетинг e 1450 евра, но постои и можност за плаќање на 15 рати без камата.",маркетинг,1
дали имате намаление за академијата за маркетинг?,"Цената на Академијата за дигитален маркетинг e 1450 евра, но постои и можност за плаќање на 15 рати без камата.",маркетинг,1
дали има попуст со плаќање во готово на академијата за маркетинг,"Цената на Академијата за дигитален маркетинг e 1450 евра, но постои и можност за плаќање на 15 рати без камата.",маркетинг,1
колку години треба да имам за да аплицирам за академијата за дигитален маркетинг?,Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,маркетинг,1
дали има старосна граница за запишување на академијата за дигитален маркетинг,Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,маркетинг,1
на колкава возраст може да се запишам на академијата за дигитален маркетинг,Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,маркетинг,1
јас имам Х години дали може да се запишам на академијата за дигитален маркетинг,Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,маркетинг,1
средно сум дали може да се запишам на академијата за дигитален маркетинг,Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,маркетинг,1
колку години треба да имам за да аплицирам за академијата за маркетинг?,Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,маркетинг,1
дали има старосна граница за запишување на академијата за маркетинг,Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,маркетинг,1
на колкава возраст може да се запишам на академијата за маркетинг,Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,маркетинг,1
јас имам Х години дали може да се запишам на академијата за маркетинг,Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,маркетинг,1
средно сум дали може да се запишам на академијата за маркетинг,Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,маркетинг,1
"Ученик сум во средно училиште, дали може да аплицирам за академијата за маркетинг?",Ако имаш наполнети 16 години тогаш можеш да аплицираш кај нас.,маркетинг,1
Дали дипломата или сертификатот добиен од академијата за дигитален маркетинг важи во странство?,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",маркетинг,1
дали е призната дипломата во странство на академијата за дигитален маркетинг,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",маркетинг,1
дали е признат сертификатот во странство на академијата за дигитален маркетинг,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",маркетинг,1
дали сертификатот може да се искористи во странство од академијата за дигитален маркетинг,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",маркетинг,1
дали дипломата може да се искористи во странство од академијата за дигитален маркетинг,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",маркетинг,1
Дали дипломата или сертификатот добиен од академијата за маркетинг важи во странство?,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",маркетинг,1
дали е призната дипломата во странство на академијата за маркетинг,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",маркетинг,1
дали е признат сертификатот во странство на академијата за маркетинг,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",маркетинг,1
дали сертификатот може да се искористи во странство од академијата за маркетинг,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",маркетинг,1
дали дипломата може да се искористи во странство од академијата за маркетинг,"Нашите дипломи се доказ дека сте го совладале сето она предвидено со програмата на Академијата. Дипломата не е акредитирана и призната во странство, но имаме компании партнери кои ги прифаќаат нашите програми.",маркетинг,1
Дали за академијата за дигитален маркетинг може да се искористи ваучерот за обука на млади лица што го нуди Владата?,"Да, постои можност ваучерот за млади лица да се искористи за оваа Академија. Повеќе информации на следниов линк: https://vauceri.brainster.co/",маркетинг,1
како може да добијам ваучер на академијата за дигитален маркетинг,"Да, постои можност ваучерот за млади лица да се искористи за оваа Академија. Повеќе информации на следниов линк: https://vauceri.brainster.co/",маркетинг,1
како да земам ваучер на академијата за дигитален маркетинг,"Да, постои можност ваучерот за млади лица да се искористи за оваа Академија. Повеќе информации на следниов линк: https://vauceri.brainster.co/",маркетинг,1
која е процедурата за добивање ваучер на академијата за дигитален маркетинг,"Да, постои можност ваучерот за млади лица да се искористи за оваа Академија. Повеќе информации на следниов линк: https://vauceri.brainster.co/",маркетинг,1
Дали за академијата за маркетинг може да се искористи ваучерот за обука на млади лица што го нуди Владата?,"Да, постои можност ваучерот за млади лица да се искористи за оваа Академија. Повеќе информации на следниов линк: https://vauceri.brainster.co/",маркетинг,1
како може да добијам ваучер на академијата за маркетинг,"Да, постои можност ваучерот за млади лица да се искористи за оваа Академија. Повеќе информации на следниов линк: https://vauceri.brainster.co/",маркетинг,1
како да земам ваучер на академијата за маркетинг,"Да, постои можност ваучерот за млади лица да се искористи за оваа Академија. Повеќе информации на следниов линк: https://vauceri.brainster.co/",маркетинг,1
која е процедурата за добивање ваучер на академијата за маркетинг,"Да, постои можност ваучерот за млади лица да се искористи за оваа Академија. Повеќе информации на следниов линк: https://vauceri.brainster.co/",маркетинг,1
Што по завршувањето на академијата за дигитален маркетинг?,Како дел од активностите на Академијата за дигитален маркетинг предвидена е и соработка со компании кои се наши партнети кои често нудат и можност за вработување.,маркетинг,1
Дали посредувате за вработување по завршување на академијата за дигитален маркетинг,Како дел од активностите на Академијата за дигитален маркетинг предвидена е и соработка со компании кои се наши партнети кои често нудат и можност за вработување.,маркетинг,1
Дали нудите пракса по академијата за дигитален маркетинг,Како дел од активностите на Академијата за дигитален маркетинг предвидена е и соработка со компании кои се наши партнети кои често нудат и можност за вработување.,маркетинг,1
Ќе може да работам дигитален маркетинг по академијата,Како дел од активностите на Академијата за дигитален маркетинг предвидена е и соработка со компании кои се наши партнети кои често нудат и можност за вработување.,маркетинг,1
дали помагате за вработување на академијата за дигитален маркетинг,Како дел од активностите на Академијата за дигитален маркетинг предвидена е и соработка со компании кои се наши партнети кои често нудат и можност за вработување.,маркетинг,1
дали помагате за пракса на академијата за дигитален маркетинг,Како дел од активностите на Академијата за дигитален маркетинг предвидена е и соработка со компании кои се наши партнети кои често нудат и можност за вработување.,маркетинг,1
Што по завршувањето на академијата за маркетинг?,Како дел од активностите на Академијата за дигитален маркетинг предвидена е и соработка со компании кои се наши партнети кои често нудат и можност за вработување.,маркетинг,1
Дали посредувате за вработување по завршување на академијата за маркетинг,Како дел од активностите на Академијата за дигитален маркетинг предвидена е и соработка со компании кои се наши партнети кои често нудат и можност за вработување.,маркетинг,1
Дали нудите пракса по академијата за маркетинг,Како дел од активностите на Академијата за дигитален маркетинг предвидена е и соработка со компании кои се наши партнети кои често нудат и можност за вработување.,маркетинг,1
Ќе може да работам маркетинг по академијата,Како дел од активностите на Академијата за дигитален маркетинг предвидена е и соработка со компании кои се наши партнети кои често нудат и можност за вработување.,маркетинг,1
дали помагате за вработување на академијата за маркетинг,Како дел од активностите на Академијата за дигитален маркетинг предвидена е и соработка со компании кои се наши партнети кои често нудат и можност за вработување.,маркетинг,1
дали помагате за пракса на академијата за маркетинг,Како дел од активностите на Академијата за дигитален маркетинг предвидена е и соработка со компании кои се наши партнети кои често нудат и можност за вработување.,маркетинг,1
контакт телефон за маркетинг,"За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
како да ве контактирам за академијата за дигитален маркетинг,"За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
ве молам за контакт за академијата за дигитален маркетинг,"За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
како може да ве добијам на телефон за академијата за дигитален маркетинг,"За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
Би сакал да поразговарам со некого во врска со академијата за дигитален маркетинг,"За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
"Имам неколку прашања за академијата за дигитален маркетинг, како да ве исконтактирам","За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
Како може да стапам во контакт за академијата за дигитален маркетинг,"За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
"пратете ми телефонски број, ми требаат информации за академијата за дигитален маркетинг","За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
како да ве контактирам за академијата за маркетинг,"За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
ве молам за контакт за академијата за маркетинг,"За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
како може да ве добијам на телефон за академијата за маркетинг,"За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
Би сакал да поразговарам со некого во врска со академијата за маркетинг,"За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
"Имам неколку прашања за академијата за маркетинг, како да ве исконтактирам","За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
Како може да стапам во контакт за академијата за маркетинг,"За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
"пратете ми телефонски број, ми требаат информации за академијата за маркетинг","За повеќе информации околу Академијата за дигитален маркетинг, контактирајте ја Ивона Стојковска, нашиот Customer Success manager на 076 424 094",маркетинг,1
Што е Fundamentals of marketing,"Ќе зборуваме за позиционирање, buyer persona, сегментација, таргетирање.",маркетинг,1
Што се фундаменталс маркетинг,"Ќе зборуваме за позиционирање, buyer persona, сегментација, таргетирање.",маркетинг,1
Што е Digital Marketing Strategy,"Ќе дознаеш како дигитализацијата го промени маркетингот со можностите за детално мерење и концептите како remarketing, и lookalike targeting. Потоа ќе научиш како се креира успешна маркетинг стратегија и како се одредуват каналите, активностите и алатките што ќе ги користиш",маркетинг,1
Што е дигитал маркетинг стратегија,"Ќе дознаеш како дигитализацијата го промени маркетингот со можностите за детално мерење и концептите како remarketing, и lookalike targeting. Потоа ќе научиш како се креира успешна маркетинг стратегија и како се одредуват каналите, активностите и алатките што ќе ги користиш",маркетинг,1
Што е Content Marketing,Со квалитетна и релевантна содржина да ги натераш потенцијалните клиенти сами да дојдат на твоите канали.,маркетинг,1
Што е контент маркетинг,Со квалитетна и релевантна содржина да ги натераш потенцијалните клиенти сами да дојдат на твоите канали.,маркетинг,1
Што е Facebook & Instagram Ads,"Креирањето одлично таргетирани и пласирани реклами за Facebook и Instagram, како да ги следиш и оптимизираш резултатите.",маркетинг,1
Што е фејсбук и инстаграм адс,"Креирањето одлично таргетирани и пласирани реклами за Facebook и Instagram, како да ги следиш и оптимизираш резултатите.",маркетинг,1
Што е Google Ads,"Начин на креирање реклами кои се прикажуваат на пребарувачот на Google, банери и реклами за YouTube.",маркетинг,1
што е гугл адс,"Начин на креирање реклами кои се прикажуваат на пребарувачот на Google, банери и реклами за YouTube.",маркетинг,1
Што е SEO,Што е потребно за твојата веб-страница да се рангира меѓу првите резултати при пребарување на Google за одреден клучен збор.,маркетинг,1
Што е Growth Hacking,Серија од иновативни growth marketing техники за рапидно зголемување на интересот за твојот продукти или услуга.,маркетинг,1
Што е гроут хакинг,Серија од иновативни growth marketing техники за рапидно зголемување на интересот за твојот продукти или услуга.,маркетинг,1
Што е Storytelling,"Како да се поврзеш со твојата публика, градејќи ги односите преку креирање вредности наместо преку класично рекламирање.",маркетинг,1
Што е сторителинг,"Како да се поврзеш со твојата публика, градејќи ги односите преку креирање вредности наместо преку класично рекламирање.",маркетинг,1
Што е Copywriting,Како да напишеш copy со кое најдобро ќе го испромовираш својот производ или услуга на што поголема бројка на луѓе.,маркетинг,1
Што е копирајтинг,Како да напишеш copy со кое најдобро ќе го испромовираш својот производ или услуга на што поголема бројка на луѓе.,маркетинг,1
Што е Lead Generation,"Како се креира кампања за собирање лидови, како сам да создадеш добра landing страница и да поставиш e-mail автоматизација.",маркетинг,1
Што е леад генератион,"Како се креира кампања за собирање лидови, како сам да создадеш добра landing страница и да поставиш e-mail автоматизација.",маркетинг,1
Дали на крајот на Академијата за дигитален маркетинг се добива оценка?,"Да, работата на Академијата за дигитален маркетинг ја оценуваат инструкторите.",маркетинг,1
Дали има оценување на Академијата за дигитален маркетинг?,"Да, работата на Академијата за дигитален маркетинг ја оценуваат инструкторите.",маркетинг,1
Дали работата на академијата за дигитален маркетинг се оценува?,"Да, работата на Академијата за дигитален маркетинг ја оценуваат инструкторите.",маркетинг,1
Дали на крајот на Академијата за маркетинг се добива оценка?,"Да, работата на Академијата за дигитален маркетинг ја оценуваат инструкторите.",маркетинг,1
Дали има оценување на Академијата за маркетинг?,"Да, работата на Академијата за дигитален маркетинг ја оценуваат инструкторите.",маркетинг,1
Дали работата на академијата за маркетинг се оценува?,"Да, работата на Академијата за дигитален маркетинг ја оценуваат инструкторите.",маркетинг,1
Колку време трае академијата за графички дизајн?,Академијата за графички дизајн трае 32 недели.,дизајн,2
Колку трае академијата за графички дизајн?,Академијата за графички дизајн трае 32 недели.,дизајн,2
Времетрање на академијата за графички дизајн?,Академијата за графички дизајн трае 32 недели.,дизајн,2
Колку недели е академијата за графички дизајн,Академијата за графички дизајн трае 32 недели.,дизајн,2
Колку месеци е академијата за графички дизајн,Академијата за графички дизајн трае 32 недели.,дизајн,2
Како се одвива наставата на академијата за графички дизајн?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали наставата на академијата за графички дизајн се одвива во живо или онлајн?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали наставата на академијата за графички дизајн се одвива во живо?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали наставата на академијата за графички дизајн се одвива онлајн?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали наставата на академијата за графички дизајн се одвива online?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали наставата на академијата за графички дизајн е во живо?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали наставата на академијата за графички дизајн е онлајн?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Како се одвиваат предавањата на академијата за графички дизајн?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали предавањата на академијата за графички дизајн се одвива во живо или онлајн?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали предавањата на академијата за графички дизајн се одвива во живо?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали предавањата на академијата за графички дизајн се одвива онлајн?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали предавањата на академијата за графички дизајн се одвива online?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали предавањата на академијата за графички дизајн е во живо?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали предавањата на академијата за графички дизајн е онлајн?,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Дали предавањата се одржуваат во училна на академијата за графички дизајн,Наставата за академијата за графички дизајн се одвива онлајн. Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Колку часа неделно има на графички дизајн академијата,Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Колку време траат предавањата на академијата за графички дизајн?,Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Каков е распоредот на предавања на академијата за графички дизајн?,Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Кога се одржуваат предавањата на академијата за графички дизајн?,Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Колку саати траат предавањата на академијата за графички дизајн?,Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Кои денови има предавања на академијата за графички дизајн?,Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Колку денови има предавања на академијата за графички дизајн?,Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Кои денови се предавањата на академијата за графички дизајн?,Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Колку денови се предавањата на академијата за графички дизајн?,Неделно се одржуваат три часови во времетрање од по два часа.,дизајн,2
Каква опрема ми е потребна за академијата за графички дизајн?,"За успешно следење на наставата во рамките на академијата за дизајн потребен ви е лаптоп на кој можете да инсталирате апликации за обработка на графика (Illustrator, Photoshop, Indesign). Дополнително, потребна ви е и интернет врска за да може да ја следите онлајн-наставата.",дизајн,2
Каква опрема ми треба за академијата за графички дизајн?,"За успешно следење на наставата во рамките на академијата за дизајн потребен ви е лаптоп на кој можете да инсталирате апликации за обработка на графика (Illustrator, Photoshop, Indesign). Дополнително, потребна ви е и интернет врска за да може да ја следите онлајн-наставата.",дизајн,2
Што треба да имам од опрема за академијата за графички дизајн?,"За успешно следење на наставата во рамките на академијата за дизајн потребен ви е лаптоп на кој можете да инсталирате апликации за обработка на графика (Illustrator, Photoshop, Indesign). Дополнително, потребна ви е и интернет врска за да може да ја следите онлајн-наставата.",дизајн,2
Дали наставата вклучува само работа на компјутер или има и некои други активности на академијата за графички дизајн?,Наставата вклучува само работа на компјутер.,дизајн,2
Дали се работи само на компјутер или има и некои други активности на академијата на графички дизајн?,Наставата вклучува само работа на компјутер.,дизајн,2
Каков е принципот на работа на академијата за графички дизајн?,Наставата вклучува само работа на компјутер.,дизајн,2
Каков е типот на работа на академијата за графички дизајн?,Наставата вклучува само работа на компјутер.,дизајн,2
Каков е пристапот на работа на академијата за графички дизајн?,Наставата вклучува само работа на компјутер.,дизајн,2
дали е потребен моќен компјутер за следење на академијата за графички дизајн,"За следење на академијата за графички дизајн ќе ви биде потребен лаптоп, а за техничките детали ќе разговараме во текот на интервјуата.",дизајн,2
Каква опрема ми е потребна за академијата за графички дизајн?,"За следење на академијата за графички дизајн ќе ви биде потребен лаптоп, а за техничките детали ќе разговараме во текот на интервјуата.",дизајн,2
Каков лаптоп ми е потребен за академијата за графички дизајн?,"За следење на академијата за графички дизајн ќе ви биде потребен лаптоп, а за техничките детали ќе разговараме во текот на интервјуата.",дизајн,2
Каков компјутер ми е потребен за академијата за графички дизајн?,"За следење на академијата за графички дизајн ќе ви биде потребен лаптоп, а за техничките детали ќе разговараме во текот на интервјуата.",дизајн,2
